Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,LoanAmount_log,Total_Income_log
Male,Yes,0,Not Graduate,No,107.0,360.0,1.0,Rural,1,4300.0,4.672828834461906,8.366370301681654
Male,Yes,0,Graduate,No,111.0,12.0,1.0,Urban,1,7482.0,4.709530201312334,8.920255414908091
Male,Yes,1,Graduate,Yes,95.0,360.0,1.0,Semiurban,1,2895.0,4.553876891600541,7.970740390007095
Male,No,0,Graduate,No,209.0,360.0,0.0,Rural,0,10699.0,5.342334251964811,9.277905558138606
Female,No,0,Graduate,No,113.0,480.0,1.0,Rural,1,4328.0,4.727387818712341,8.372860820526318
Female,No,0,Graduate,No,100.0,360.0,1.0,Semiurban,1,3159.0,4.605170185988092,8.058010800802085
Male,Yes,2,Graduate,No,208.0,360.0,1.0,Semiurban,1,10489.0,5.337538079701318,9.258082367961604
Male,Yes,1,Not Graduate,No,138.0,360.0,1.0,Rural,0,9352.0,4.927253685157205,9.143345503151904
Male,Yes,0,Not Graduate,No,124.0,300.0,1.0,Semiurban,1,5297.0,4.820281565605037,8.574895901544526
Male,Yes,2,Graduate,No,243.0,360.0,1.0,Rural,1,7926.0,5.493061443340548,8.97790377375038
Male,Yes,0,Graduate,No,480.0,360.0,1.0,Urban,1,27500.0,6.173786103901937,10.221941283654663
Male,No,0,Graduate,No,96.0,360.0,1.0,Urban,0,3583.0,4.564348191467836,8.183955717304954
Male,Yes,0,Graduate,Yes,188.0,360.0,1.0,Urban,1,5492.0,5.236441962829949,8.61104776688786
Female,No,1,Graduate,No,40.0,360.0,1.0,Urban,1,13262.0,3.6888794541139363,9.492658081928813
Male,No,0,Not Graduate,No,100.0,360.0,1.0,Rural,0,4885.0,4.605170185988092,8.493924564476883
Male,Yes,1,Graduate,No,250.0,360.0,1.0,Semiurban,1,8069.0,5.521460917862246,8.995784837848506
Male,Yes,2,Graduate,No,148.0,360.0,1.0,Urban,1,5318.0,4.997212273764115,8.578852571802965
Male,Yes,0,Graduate,No,70.0,180.0,1.0,Semiurban,0,8796.0,4.248495242049359,9.082052351674651
Male,No,0,Graduate,No,311.0,360.0,1.0,Rural,0,9481.0,5.739792912179234,9.15704507491796
Male,Yes,3,Graduate,No,150.0,360.0,1.0,Rural,1,6894.0,5.0106352940962555,8.83840674707681
Female,Yes,2,Graduate,No,113.0,480.0,1.0,Semiurban,1,3663.0,4.727387818712341,8.206037762778815
Male,Yes,0,Not Graduate,No,123.0,360.0,0.0,Semiurban,0,4874.0,4.812184355372417,8.491670234185152
Male,No,0,Graduate,No,185.0,360.0,1.0,Semiurban,0,6598.0,5.220355825078324,8.794521851788527
Female,No,0,Not Graduate,No,95.0,360.0,1.0,Rural,0,3400.0,4.553876891600541,8.131530710604252
Male,Yes,2,Not Graduate,No,45.0,360.0,1.0,Semiurban,1,3934.0,3.8066624897703196,8.277411998949004
Male,No,0,Graduate,No,55.0,360.0,1.0,Semiurban,1,2500.0,4.007333185232471,7.824046010856292
Male,Yes,3,Graduate,Yes,100.0,360.0,1.0,Rural,1,7101.0,4.605170185988092,8.867990898182093
Male,Yes,2,Graduate,Yes,480.0,360.0,1.0,Rural,1,15114.0,6.173786103901937,9.623376745580666
Male,No,0,Graduate,No,128.0,360.0,1.0,Semiurban,0,6767.0,4.852030263919617,8.819813136232225
Male,Yes,2,Graduate,Yes,400.0,360.0,1.0,Rural,1,17500.0,5.991464547107982,9.769956159911606
Male,Yes,0,Graduate,No,110.0,360.0,1.0,Semiurban,1,3775.0,4.700480365792417,8.236155661683124
Male,Yes,1,Not Graduate,No,161.0,360.0,0.0,Semiurban,1,6715.0,5.081404364984463,8.812099108957337
Male,No,1,Not Graduate,No,94.0,360.0,1.0,Semiurban,1,3981.0,4.543294782270004,8.289288323000317
Male,No,0,Not Graduate,No,130.0,360.0,1.0,Semiurban,1,6783.0,4.867534450455582,8.82217476094608
Male,Yes,0,Graduate,No,216.0,360.0,1.0,Rural,1,6525.0,5.375278407684165,8.783396232190894
Male,Yes,3,Graduate,No,100.0,360.0,1.0,Urban,1,4281.0,4.605170185988092,8.361941906144946
Male,No,2,Graduate,No,110.0,360.0,0.0,Rural,0,3588.0,4.700480365792417,8.185350223178686
Male,No,1,Graduate,No,196.0,360.0,1.0,Semiurban,0,11250.0,5.278114659230517,9.328123407632566
Female,No,0,Not Graduate,Yes,125.0,360.0,1.0,Urban,1,18165.0,4.8283137373023015,9.807251944655302
Male,No,0,Not Graduate,No,126.0,360.0,1.0,Rural,1,4592.0,4.836281906951478,8.432070937999402
Male,Yes,0,Graduate,No,324.0,360.0,1.0,Urban,1,10039.0,5.780743515792329,9.214232786691527
Male,No,2,Graduate,No,107.0,360.0,1.0,Semiurban,1,3617.0,4.672828834461906,8.193400231952097
Male,Yes,0,Not Graduate,No,66.0,360.0,1.0,Rural,0,3453.0,4.189654742026425,8.146998697389993
Male,Yes,3,Graduate,No,157.0,180.0,1.0,Rural,1,6417.0,5.056245805348308,8.766705997750515
Female,Yes,1,Graduate,No,140.0,180.0,1.0,Semiurban,1,7453.0,4.941642422609304,8.916371914881694
Female,No,0,Graduate,No,99.0,360.0,0.0,Semiurban,0,2138.0,4.59511985013459,7.6676260915849905
Female,No,1,Graduate,No,95.0,360.0,1.0,Semiurban,1,3652.0,4.553876891600541,8.20303024171486
Male,Yes,1,Not Graduate,No,128.0,360.0,1.0,Urban,1,4763.0,4.852030263919617,8.46863300080086
Female,Yes,0,Not Graduate,No,102.0,360.0,1.0,Semiurban,1,3680.0,4.624972813284271,8.210668031162976
Male,Yes,0,Graduate,No,155.0,360.0,1.0,Rural,1,4718.0,5.043425116919247,8.45914025996762
Male,No,0,Not Graduate,No,80.0,36.0,1.0,Semiurban,0,3358.0,4.382026634673881,8.119100837637486
Male,No,0,Graduate,No,145.0,360.0,1.0,Rural,1,4309.0,4.976733742420574,8.368461137615839
Female,No,0,Graduate,No,103.0,360.0,0.0,Semiurban,0,5000.0,4.634728988229636,8.517193191416238
Male,Yes,0,Graduate,No,110.0,360.0,1.0,Rural,1,4801.0,4.700480365792417,8.476579508530941
Male,Yes,2,Graduate,Yes,128.0,360.0,0.0,Rural,0,6633.0,4.852030263919617,8.799812469525556
Male,Yes,1,Not Graduate,No,128.0,360.0,1.0,Rural,1,4867.0,4.852030263919617,8.490233009833455
Male,Yes,1,Graduate,No,158.0,360.0,1.0,Urban,1,6583.0,5.062595033026967,8.792245847467877
Male,Yes,0,Not Graduate,No,181.0,360.0,0.0,Urban,0,4787.0,5.198497031265826,8.473659189392508
Male,Yes,0,Graduate,No,132.0,180.0,0.0,Rural,0,7859.0,4.882801922586371,8.969414650866176
Male,Yes,1,Graduate,No,26.0,360.0,1.0,Semiurban,1,6500.0,3.258096538021482,8.779557455883728
Female,No,0,Graduate,No,84.0,360.0,1.0,Urban,1,4292.0,4.430816798843313,8.36450810375059
Male,Yes,3,Graduate,Yes,260.0,360.0,1.0,Semiurban,1,10139.0,5.560681631015528,9.22414465295258
Male,Yes,0,Graduate,No,162.0,360.0,1.0,Semiurban,1,6556.0,5.087596335232384,8.78813593986372
Female,Yes,0,Graduate,No,182.0,360.0,1.0,Semiurban,1,6486.0,5.204006687076795,8.777401286867264
Male,Yes,2,Not Graduate,No,108.0,360.0,1.0,Semiurban,1,3917.0,4.68213122712422,8.27308133366583
Female,Yes,1,Graduate,Yes,600.0,360.0,1.0,Semiurban,1,19484.0,6.396929655216146,9.877348894926433
Male,Yes,0,Graduate,No,211.0,360.0,1.0,Rural,1,7977.0,5.351858133476067,8.984317679911129
Male,No,0,Not Graduate,Yes,132.0,360.0,1.0,Semiurban,1,5800.0,4.882801922586371,8.66561319653451
Male,Yes,2,Graduate,No,258.0,360.0,0.0,Urban,0,8799.0,5.552959584921617,9.08239335764556
Male,Yes,0,Not Graduate,No,120.0,360.0,1.0,Rural,1,4467.0,4.787491742782046,8.404472321352118
Male,No,0,Graduate,No,70.0,360.0,1.0,Urban,1,3333.0,4.248495242049359,8.11162807830774
Male,Yes,3,Graduate,No,123.0,360.0,0.0,Rural,0,5900.0,4.812184355372417,8.68270762989381
Female,No,0,Graduate,No,9.0,360.0,1.0,Urban,0,2378.0,2.1972245773362196,7.774015077250727
Male,Yes,0,Graduate,No,104.0,360.0,0.0,Urban,0,5230.0,4.6443908991413725,8.56216655705897
Male,Yes,1,Graduate,No,186.0,360.0,1.0,Urban,1,5167.0,5.225746673713202,8.550047528287184
Male,Yes,0,Graduate,No,165.0,360.0,0.0,Urban,0,6567.0,5.10594547390058,8.789812386190972
Male,Yes,2,Graduate,No,275.0,360.0,1.0,Urban,1,16666.0,5.616771097666572,9.721125994942152
Male,Yes,2,Not Graduate,No,187.0,480.0,1.0,Semiurban,0,7750.0,5.231108616854587,8.955448122347393
Male,Yes,3,Graduate,No,150.0,360.0,1.0,Semiurban,0,6406.0,5.0106352940962555,8.764990330169104
Male,Yes,2,Graduate,No,108.0,84.0,1.0,Urban,1,3620.0,4.68213122712422,8.194229304819817
Male,Yes,0,Graduate,No,136.0,360.0,0.0,Semiurban,0,5297.0,4.912654885736052,8.574895901544526
Male,No,0,Graduate,No,110.0,360.0,1.0,Urban,1,5968.0,4.700480365792417,8.694167141883597
Male,Yes,1,Graduate,No,107.0,360.0,1.0,Rural,1,4014.0,4.672828834461906,8.297543529356284
Male,No,0,Graduate,No,161.0,360.0,1.0,Urban,1,6099.0,5.081404364984463,8.715880102296456
Male,Yes,2,Graduate,No,205.0,360.0,1.0,Semiurban,1,6540.0,5.3230099791384085,8.785692444451245
Male,No,0,Graduate,No,90.0,360.0,1.0,Urban,0,35673.0,4.499809670330265,10.482149379105689
Female,Yes,0,Graduate,No,36.0,360.0,1.0,Semiurban,1,3166.0,3.58351893845611,8.060224240440958
Male,Yes,1,Graduate,No,61.0,360.0,1.0,Rural,0,1880.0,4.110873864173311,7.539027055823995
Male,Yes,1,Graduate,No,146.0,360.0,0.0,Rural,0,4704.0,4.983606621708336,8.456168489578463
Male,Yes,1,Graduate,No,172.0,84.0,1.0,Rural,0,7283.0,5.147494476813453,8.893298144217916
Male,Yes,0,Graduate,No,104.0,360.0,1.0,Urban,1,3819.0,4.6443908991413725,8.247743887225516
Female,No,0,Not Graduate,No,70.0,360.0,1.0,Semiurban,1,2165.0,4.248495242049359,7.68017564043659
Male,No,0,Graduate,No,94.0,360.0,1.0,Semiurban,1,4750.0,4.543294782270004,8.465899897028686
Male,Yes,2,Graduate,Yes,106.0,360.0,0.0,Semiurban,0,2726.0,4.663439094112067,7.9105906122564775
Male,Yes,0,Graduate,No,56.0,180.0,1.0,Semiurban,1,6416.0,4.02535169073515,8.766550149546351
Male,Yes,2,Graduate,Yes,205.0,240.0,1.0,Semiurban,0,6000.0,5.3230099791384085,8.699514748210191
Male,No,3,Graduate,Yes,292.0,360.0,1.0,Semiurban,1,9357.0,5.676753802268282,9.143880005275912
Male,Yes,0,Graduate,No,142.0,180.0,1.0,Rural,1,7159.0,4.955827057601261,8.876125585396185
Male,Yes,0,Graduate,Yes,260.0,360.0,1.0,Urban,1,16120.0,5.560681631015528,9.68781601606062
Male,No,0,Not Graduate,No,110.0,360.0,1.0,Rural,1,3833.0,4.700480365792417,8.251403065380556
Male,Yes,2,Not Graduate,Yes,187.0,360.0,1.0,Rural,0,7383.0,5.231108616854587,8.906935339059165
Male,No,0,Graduate,No,88.0,360.0,0.0,Semiurban,0,2987.0,4.477336814478207,8.00202481821611
Male,Yes,0,Graduate,Yes,180.0,360.0,1.0,Rural,1,9963.0,5.19295685089021,9.206633510044856
Male,Yes,2,Graduate,No,192.0,360.0,1.0,Urban,1,5780.0,5.2574953720277815,8.662158961666423
Female,No,3,Graduate,No,350.0,180.0,1.0,Urban,0,42083.0,5.857933154483459,10.647399137646048
Male,Yes,0,Not Graduate,No,155.0,360.0,1.0,Rural,1,5686.0,5.043425116919247,8.645762292210945
Male,Yes,3,Graduate,No,128.0,360.0,1.0,Urban,1,5703.0,4.852030263919617,8.648747631156539
Male,No,0,Graduate,No,172.0,360.0,1.0,Rural,1,7977.0,5.147494476813453,8.984317679911129
Female,Yes,1,Graduate,No,496.0,360.0,1.0,Semiurban,1,12000.0,6.206575926724928,9.392661928770137
Male,Yes,0,Not Graduate,No,128.0,180.0,1.0,Urban,0,6200.0,4.852030263919617,8.732304571033183
Male,Yes,1,Graduate,No,173.0,360.0,1.0,Semiurban,1,5900.0,5.153291594497779,8.68270762989381
Male,Yes,2,Not Graduate,No,157.0,360.0,1.0,Rural,1,5398.0,5.056245805348308,8.59378379357795
Male,Yes,0,Graduate,No,108.0,360.0,1.0,Rural,1,5182.0,4.68213122712422,8.552946361122055
Female,No,0,Graduate,No,71.0,360.0,1.0,Rural,1,2900.0,4.2626798770413155,7.9724660159745655
Male,Yes,3,Graduate,No,40.0,180.0,1.0,Rural,1,4106.0,3.6888794541139363,8.32020459757888
Male,Yes,1,Graduate,No,253.0,360.0,1.0,Urban,1,8312.0,5.53338948872752,9.025455532779063
Male,Yes,2,Graduate,No,187.0,360.0,1.0,Urban,1,7583.0,5.231108616854587,8.933664178700935
Female,No,0,Graduate,Yes,133.0,360.0,0.0,Semiurban,0,4583.0,4.890349128221754,8.430109084509125
